"Idx","SeqId","AltSeqId","TId","Layer","Trace","Direction","Sub","Module","Op","Kernel","Params","Sil(ns)","TC","Device","Stream","Grid","Block","FLOPs","Bytes"
"75","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","73","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2336","-","0","7","1,1,1","128,1,1","1.0","8"
"76","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","74","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2432","-","0","7","1,1,1","128,1,1","1.0","8"
"77","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","75","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2304","-","0","7","1,1,1","128,1,1","1.0","8"
"78","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","76","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2400","-","0","7","1,1,1","128,1,1","1.0","8"
"79","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","77","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2432","-","0","7","1,1,1","128,1,1","1.0","8"
"80","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","78","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2304","-","0","7","1,1,1","128,1,1","1.0","8"
"81","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","79","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2496","-","0","7","1,1,1","128,1,1","1.0","8"
"82","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","80","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2560","-","0","7","1,1,1","128,1,1","1.0","8"
"83","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","81","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2304","-","0","7","1,1,1","128,1,1","1.0","8"
"84","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","82","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2592","-","0","7","1,1,1","128,1,1","1.0","8"
"85","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","83","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1760","-","0","7","1,1,1","128,1,1","1.0","8"
"86","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","84","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2464","-","0","7","1,1,1","128,1,1","1.0","8"
"87","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","85","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2304","-","0","7","1,1,1","128,1,1","1.0","8"
"88","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","86","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1825","-","0","7","1,1,1","128,1,1","1.0","8"
"89","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","87","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2592","-","0","7","1,1,1","128,1,1","1.0","8"
"90","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","88","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2464","-","0","7","1,1,1","128,1,1","1.0","8"
"91","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","89","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2464","-","0","7","1,1,1","128,1,1","1.0","8"
"92","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","90","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2368","-","0","7","1,1,1","128,1,1","1.0","8"
"93","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","91","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2304","-","0","7","1,1,1","128,1,1","1.0","8"
"94","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","92","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2368","-","0","7","1,1,1","128,1,1","1.0","8"
"95","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","93","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2272","-","0","7","1,1,1","128,1,1","1.0","8"
"96","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","94","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2336","-","0","7","1,1,1","128,1,1","1.0","8"
"97","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","95","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2304","-","0","7","1,1,1","128,1,1","1.0","8"
"98","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","96","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2304","-","0","7","1,1,1","128,1,1","1.0","8"
"99","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","97","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2368","-","0","7","1,1,1","128,1,1","1.0","8"
"100","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","98","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2304","-","0","7","1,1,1","128,1,1","1.0","8"
"101","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","99","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2432","-","0","7","1,1,1","128,1,1","1.0","8"
"102","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","100","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2304","-","0","7","1,1,1","128,1,1","1.0","8"
"103","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","101","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2304","-","0","7","1,1,1","128,1,1","1.0","8"
"104","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","102","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2624","-","0","7","1,1,1","128,1,1","1.0","8"
"105","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","103","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2592","-","0","7","1,1,1","128,1,1","1.0","8"
"106","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","104","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2304","-","0","7","1,1,1","128,1,1","1.0","8"
"107","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","105","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2304","-","0","7","1,1,1","128,1,1","1.0","8"
"108","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","106","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2272","-","0","7","1,1,1","128,1,1","1.0","8"
"109","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","107","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2625","-","0","7","1,1,1","128,1,1","1.0","8"
"110","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","108","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2304","-","0","7","1,1,1","128,1,1","1.0","8"
"111","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","109","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2592","-","0","7","1,1,1","128,1,1","1.0","8"
"112","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","110","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2304","-","0","7","1,1,1","128,1,1","1.0","8"
"113","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","111","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2272","-","0","7","1,1,1","128,1,1","1.0","8"
"114","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","112","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2304","-","0","7","1,1,1","128,1,1","1.0","8"
"115","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","113","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","1760","-","0","7","1,1,1","128,1,1","1.0","8"
"116","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","114","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2304","-","0","7","1,1,1","128,1,1","1.0","8"
"117","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","115","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2464","-","0","7","1,1,1","128,1,1","1.0","8"
"118","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","116","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2400","-","0","7","1,1,1","128,1,1","1.0","8"
"119","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","117","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2432","-","0","7","1,1,1","128,1,1","1.0","8"
"120","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","118","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2304","-","0","7","1,1,1","128,1,1","1.0","8"
"121","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","119","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2304","-","0","7","1,1,1","128,1,1","1.0","8"
"122","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","120","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2272","-","0","7","1,1,1","128,1,1","1.0","8"
"123","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","121","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2432","-","0","7","1,1,1","128,1,1","1.0","8"
"124","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","122","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2528","-","0","7","1,1,1","128,1,1","1.0","8"
"125","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","123","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2368","-","0","7","1,1,1","128,1,1","1.0","8"
"126","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","124","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2592","-","0","7","1,1,1","128,1,1","1.0","8"
"127","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","125","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2656","-","0","7","1,1,1","128,1,1","1.0","8"
"128","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:170","fprop","126","Tensor","__add__","elementwise_kernel","T=[(1,)],fp32,","2304","-","0","7","1,1,1","128,1,1","1.0","8"
"129","83","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:96,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/pyprof2/nvtx/nvmarker.py:95","fprop","0","torch.nn.functional","embedding","indexSelectLargeIndex","I=(39,128),int64,E=(37008,1024),fp16,","66496","-","0","7","640,1,1","128,1,1","0","20487168"
"130","84","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:99","fprop","0","torch.nn.functional","dropout","fused_dropout_kernel","T=(39,128,1024),fp16,","40800","-","0","7","640,1,1","256,1,1","25559040","20447232"
"131","85","-","27392","-","-","fprop","0","na","_pack_padded_sequence","elementwise_kernel","na=na,","10240","na","0","7","1778,1,1","128,1,1","0","0"
"132","85","-","27392","-","-","fprop","1","na","_pack_padded_sequence","CatArrayBatchedCopy","na=na,","29280","na","0","7","160,22,1","512,1,1","0","0"
"133","-","-","27392","-","train.py:625,train.py:557,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:356,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:235,/home/aditya/GNMTResearch/seq2seq/train/trainer.py:177,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/apex-0.1-py3.6.egg/apex/amp/_initialize.py:197,/home/aditya/GNMTResearch/seq2seq/models/gnmt.py:68,/home/aditya/GNMTResearch/seq2seq/models/seq2seq_base.py:52,/home/aditya/GNMTResearch/seq2seq/models/encoder.py:102,/home/aditya/.venv/pytorch/lib/python3.6/site-packages/pyprof2/nvtx/nvmarker.py:95","fprop","0","LSTM","forward","elementwise_kernel","T=[(3978,1024),(39,)],['float16','int64']","2367","-","0","7","512,1,1","512,1,1","0","0"
